ID,GITHUB_ID,GITHUB_URL,USEFULL,COMMENT,PREFERED,GITHUB_OWNER_NAME,GITHUB_PROJECT_NAME,GITHUB_DESCRIPTION,GITHUB_LICENSE,GITHUB_IS_FORK,GITHUB_NR_STARGAZERS,GITHUB_NR_WATCHERS,GITHUB_NR_FORKS,GITHUB_NR_OPEN_ISSUES,GITHUB_REPO_CREATION_DATE,GITHUB_LANGUAGE,GIT_PULL_HASH,GIT_PULL_DATE,GIT_NR_COMMITS,GIT_NR_COMMITTERS,GIT_FIRST_COMMIT_DATE,GIT_LAST_COMMIT_DATE,PROCESSED,
481,21417,https://github.com/acangiano/ruby-benchmark-suite,0,Ruby testsuite,,acangiano,ruby-benchmark-suite,A set of Ruby benchmarks for testing Ruby implementations.,mit,0,162,162,20,1,2008-06-01,C,314ae79f97110a6ee1248dcdf2c4ac2ee4778dec,2017-11-24,222,14,2008-06-02,2013-11-15,0,
608,25721,https://github.com/drogus/apache-upload-progress-module,0,plugin for apache,,drogus,apache-upload-progress-module,Upload progress module for apache,mit,0,154,154,25,5,2008-06-16,C,2d8903e4a0aca2bc769875d89408b406899b9c86,2017-11-24,145,14,2008-06-16,2016-07-27,0,
344,37561,https://github.com/chipx86/gtkparasite,0,gtk debugging tool,,chipx86,gtkparasite,A utility similar to Firebug but for GTK+ applications.,mit,0,183,183,33,5,2008-07-27,C,445cd7a0fb6407b2bc1f979ec11d5e57da80df22,2017-11-24,90,9,2008-07-27,2013-12-30,0,
531,129521,https://github.com/mmower/spike,0,objc,,mmower,spike,Tool for exploring rails application log files.,mit,0,159,159,5,5,2009-02-15,C,26efe640c18166c5c85e6fe13e9b08c3615b9773,2017-11-24,61,3,2009-02-15,2011-03-21,0,
201,146167,https://github.com/tyler/trie,1,used library is c only,,tyler,trie,"A super fast, efficiently stored Trie for Ruby.  Uses libdatrie.",mit,0,195,195,29,15,2009-03-09,C,b749c47278c4f99eab55363a6d51625af9286e47,2017-11-24,92,7,2009-03-08,2015-08-03,0,
477,160997,https://github.com/apache/apr,1,"abstraction of platform library, contains some functions which can be benchmarked",,apache,apr,Mirror of Apache Portable Runtime,apache-2.0,0,163,163,94,4,2009-03-27,C,008ce98b5327ea8fdfbfdca26dc761c4dc4cc4d9,2017-11-24,8559,71,1999-08-17,2017-11-05,0,
542,173675,https://github.com/xorg62/wmfs,0,x11 dependency,,xorg62,wmfs,"Window Manager From Scratch, A tiling window manager highly configurable.",bsd-3-clause,0,159,159,30,32,2009-04-11,C,3c701a9b349980034ffdbbc3e46664c5e24b37e4,2017-11-24,400,16,2011-06-22,2013-08-14,0,
158,228144,https://github.com/face/MongooseDaemon,0,objc,,face,MongooseDaemon,An objective-c wrapper for embedding the mongoose http web server in iPhone apps,bsd-3-clause,0,199,199,44,5,2009-06-15,C,453b199591ee88c484c425deb27270e563ef9ce9,2017-11-24,5,2,2009-06-16,2009-10-29,0,
303,327499,https://github.com/lloyd/orderly,1,"has ruby tests, but remaining part looks ok",,lloyd,orderly,The reference implementation of orderly: a schema language for JSON.,bsd-3-clause,0,187,187,20,8,2009-10-05,C,8e1362578b6d50a61112b3dcbceebaec81c4b004,2017-11-24,277,5,2009-10-05,2010-03-01,0,
472,328597,https://github.com/nitlang/nit,1,has included benchmarks,1,nitlang,nit,Nit language,apache-2.0,0,163,163,57,181,2009-10-06,C,1b1706eed1a31f4d1c3ef48e184e50ec2e0f7741,2017-11-24,10794,39,2008-07-09,2017-11-13,0,
268,333999,https://github.com/leafo/aroma,0,"dependency on opengl, lua",,leafo,aroma,"a game engine: lua, opengl es 2.0, native client",mit,0,190,190,16,7,2009-10-11,C,511d6892e239e45163b2a7743fa8da290e726b38,2017-11-24,210,3,2009-10-11,2012-09-03,0,
122,363669,https://github.com/michaelforney/velox,0,window manager,,michaelforney,velox,velox window manager,mit,0,171,171,9,12,2009-11-06,C,0b1d3d62861653d92d0a1056855a84fcef661bc0,2017-11-23,431,3,2009-10-31,2017-07-04,0,
491,462514,https://github.com/rigtorp/ipc-bench,1,benchmark for unix ipc,1,rigtorp,ipc-bench,Latency benchmarks of Unix IPC mechanisms,mit,0,162,162,76,2,2010-01-07,C,b1ce1b74615761b485ca758025788959d2518b95,2017-11-24,29,7,2010-01-07,2016-12-23,0,
315,487733,https://github.com/koanlogic/libu,1,platform independent library,,koanlogic,libu,"LibU is a multiplatform utility library written in C, with APIs for handling memory allocation, networking and URI parsing, string manipulation, debugging, and logging in a very compact way, plus many other miscellaneous tasks",bsd-3-clause,0,186,186,50,0,2010-01-25,C,d6d6c3a73500d9e06e8a18d68d59636ccb1e8760,2017-11-24,819,8,2005-09-23,2012-04-16,0,
615,507969,https://github.com/mm2/Little-CMS,0,color profile management,,mm2,Little-CMS,"A free, open source, CMM engine. It provides fast transforms between ICC profiles.",mit,0,154,154,62,18,2010-02-08,C,7e8fd03caab837c3be1ed3e256ab18f45a384165,2017-11-24,438,25,2010-02-08,2017-11-12,0,
522,662310,https://github.com/todbot/arduino-serial,0,requires hardware access,,todbot,arduino-serial,"Example C and Java host code to talking to an arduino or other ""serial"" device",mit,0,160,160,64,10,2010-05-12,C,e5958dc3bfd44a303456ff22da53974424da646d,2017-11-24,15,5,2010-05-11,2015-10-28,0,
348,767969,https://github.com/disconnect/apache-websocket,0,plugin for apache,,disconnect,apache-websocket,Apache WebSocket module,apache-2.0,0,183,183,53,28,2010-07-10,C,cfaef071223f11ba016bff7e1e4b7c9e5df45b50,2017-11-24,21,2,2010-07-10,2012-09-23,0,
43,820809,https://github.com/sorbo/tcpcrypt,0,does change behaviour of network traffic,,sorbo,tcpcrypt,Fast TCP encryption,bsd-2-clause,0,177,177,79,27,2010-08-06,C,b2673e88570d3370e6b37698f58d5ee9bb116d8d,2017-11-23,237,7,2010-08-06,2014-07-24,0,
28,894411,https://github.com/wbhart/bsdnt,1,bignum library,1,wbhart,bsdnt,BSD Licensed Bignum Library,bsd-2-clause,0,178,178,21,7,2010-09-07,C,8ca5b3ad19b69dacdb12a4c11c16aab0e0ab3b0b,2017-11-23,829,10,2010-09-04,2017-09-07,0,
636,907573,https://github.com/nmaier/mod_xsendfile,0,plugin for apache,,nmaier,mod_xsendfile,Apache2 module that processes X-SENDFILE headers to serve static files from dynamic handlers efficiently,apache-2.0,0,153,153,28,22,2010-09-13,C,f181be5964a994a636d612dfa1b17394c3d8b116,2017-11-24,59,3,2007-04-17,2012-05-09,0,
486,961898,https://github.com/wvanbergen/oily_png,1,used library is c only,1,wvanbergen,oily_png,Native mixin to speed up ChunkyPNG.,mit,0,162,162,12,1,2010-10-04,C,33e942df9d39bd5b661e9260802b1a3eb7f2908c,2017-11-24,142,10,2010-10-04,2017-09-02,0,
255,975840,https://github.com/aidansteele/MagicKit,0,objc,,aidansteele,MagicKit,MagicKit is an Objective-C file identification framework based on libmagic.,mit,0,191,191,38,5,2010-10-10,C,5e2c4bac19fd75e590c03e89d3ae5afc3ddcad1b,2017-11-24,49,7,2010-10-10,2013-02-20,0,
587,1017693,https://github.com/nigma/pywt,0,python project,,nigma,pywt,We're moving. Please visit https://github.com/PyWavelets,mit,0,155,155,165,0,2010-10-23,C,035e1fa14c2cd70ca270da20b1523e834a7ae635,2017-11-24,217,3,2006-07-07,2015-07-29,0,
427,1033853,https://github.com/swenson/sort,1,sorting algorithm,1,swenson,sort,"Sorting routine implementations in ""template"" C",mit,0,167,167,44,3,2010-10-29,C,fec3e5aa664047aa6ec2e51d6d89a14f11418f98,2017-11-24,113,10,2010-10-26,2017-11-08,0,
241,1036177,https://github.com/coolaj86/libev-examples,1,high performance event loop,,coolaj86,libev-examples,A nice place for simple libev examples. Please contribute.,mit,0,192,192,76,5,2010-10-29,C,48632c7e714d4b61122a05fab30906ea90f2d51b,2017-11-24,61,4,2010-10-30,2017-01-07,0,
390,1186996,https://github.com/Yubico/yubikey-personalization,0,requires hardware access,,Yubico,yubikey-personalization,YubiKey Personalization cross-platform library and tool,bsd-2-clause,0,169,169,50,8,2010-12-21,C,a206c64f7212c25231720834a19a4e65c0e1ca11,2017-11-24,1096,28,2008-09-18,2017-10-24,0,
800,1197303,https://github.com/ohmu/pgmemcache,0,plugin for postgresql,,ohmu,pgmemcache,PostgreSQL memcache functions,mit,0,144,144,14,3,2010-12-25,C,e3c8462632751e20073c7a02285df211c6e35b7d,2017-11-24,147,10,2004-11-30,2017-10-17,0,
762,1232533,https://github.com/serban/kmeans,0,CUDA implementation,,serban,kmeans,A CUDA implementation of the k-means clustering algorithm,mit,0,146,146,92,4,2011-01-08,C,83e76bf685b62ea4fae37bfc82ecd3a2e2356288,2017-11-24,28,2,2010-11-21,2012-07-12,0,
685,1275763,https://github.com/danomatika/ofxPd,,,,danomatika,ofxPd,(maintained) a Pure Data addon for OpenFrameworks using libpd,bsd-3-clause,0,150,150,39,5,2011-01-20,C,5c9e1de1b62c07838e78d52d6a86fd3eeff07abf,2017-11-24,215,6,2011-01-20,2017-10-26,0,
223,1345732,https://github.com/ktossell/libuvc,,,,ktossell,libuvc,a cross-platform library for USB video devices,bsd-3-clause,0,194,194,160,43,2011-02-09,C,77b43d618e71698f52f7beb88c4b99b5f018259b,2017-11-24,135,24,2012-02-08,2017-08-22,0,
380,1414051,https://github.com/patrickhaller/no-wm,,,,patrickhaller,no-wm,Use X11 without a window manager,cc0-1.0,0,169,169,9,1,2011-02-26,C,47120bb34192786a461270de437b9704d725f492,2017-11-24,70,3,2011-02-26,2017-07-08,0,
366,1426723,https://github.com/antirez/otree,,,,antirez,otree,a simple btree implementation with automatic space reclaiming,bsd-3-clause,0,181,181,42,1,2011-03-01,C,b783258aa44955aed1dd9ef71d1cc3f182ce9e74,2017-11-24,10,4,2011-03-01,2013-07-03,0,
514,1440531,https://github.com/dcreager/libcork,,,,dcreager,libcork,"A simple, easily embeddable cross-platform C library",bsd-3-clause,0,161,161,56,8,2011-03-04,C,41f79a5c78ec1649c4d65bb6695f111e0f982eb5,2017-11-24,334,10,2010-05-05,2017-11-14,0,
705,1459199,https://github.com/zeromq/erlzmq2,,,,zeromq,erlzmq2,Erlang binding for 0MQ (v2),mit,0,149,149,58,22,2011-03-09,C,573d583930c4b1134e504bec83926d188112b401,2017-11-24,123,22,2011-02-17,2016-06-04,0,
64,1507946,https://github.com/artagnon/phoenixfs,,,,artagnon,phoenixfs,a versioning filesystem inspired by git � toy project,bsd-2-clause,0,176,176,18,2,2011-03-21,C,333d93229eaacf3c83874e6e2fcca64c308e18c8,2017-11-23,113,2,2011-03-01,2013-07-09,0,
789,1517965,https://github.com/umurmur/umurmur,,,,umurmur,umurmur,Minimalistic Murmur,bsd-3-clause,0,145,145,32,20,2011-03-23,C,55689f8918dde299c47c06eee4b8eda4a1c9889e,2017-11-24,413,24,2009-08-11,2017-08-28,0,
40,1541278,https://github.com/seppo0010/redislite,,,,seppo0010,redislite,"Redislite is a software library that implements a self-contained, serverless, zero-configuration, redis-compatible database engine.",bsd-2-clause,0,177,177,3,0,2011-03-29,C,47db3edf18f854a6a71ab46e0ecce96ac46717f5,2017-11-23,339,2,2011-03-27,2015-03-02,0,
430,1617331,https://github.com/thasmin/Podax,,,,thasmin,Podax,Podcast client for Android,bsd-2-clause,0,166,166,43,40,2011-04-15,C,f6965bda6be9b32c77a2b5912d905e77efb51995,2017-11-24,855,8,2011-04-15,2015-01-06,0,
504,1679223,https://github.com/benmills/robotskirt,,,,benmills,robotskirt,"A node wrapper for the awesome C markdown parser, sundown.",mit,0,161,161,17,4,2011-04-29,C,b070272e5ee934cf1d12399e4425deb2dd1dad84,2017-11-24,170,10,2011-04-29,2013-11-16,0,
772,1769703,https://github.com/rayh/kvo-block-binding,,,,rayh,kvo-block-binding,Use blocks to observe Objective-C properties using KVO,mit,0,145,145,12,2,2011-05-19,C,010599ac17a08c2af2670c273f53eec065f6564a,2017-11-24,24,7,2011-05-19,2013-05-20,0,
644,1844411,https://github.com/chrismoos/hash-ring,,,,chrismoos,hash-ring,C hash ring library,apache-2.0,0,152,152,33,5,2011-06-03,C,4c429cb229910b01c4a032ecfb1282066142614b,2017-11-24,77,8,2011-05-01,2015-12-10,0,
607,1931034,https://github.com/xinu-os/xinu,,,,xinu-os,xinu,Repository for Xinu source code,bsd-3-clause,0,154,154,67,5,2011-06-21,C,23715ec2821708f5d971a4eee7dea7b57fed8a39,2017-11-24,65,6,2011-06-21,2017-11-10,0,
47,1962322,https://github.com/voidlinux/xbps,,,,voidlinux,xbps,The X Binary Package System,bsd-2-clause,0,177,177,46,60,2011-06-27,C,3012650ba2595d7fe1a3a3b5435ca66cf654ce4a,2017-11-23,2919,28,2009-08-17,2017-10-25,0,
26,2123346,https://github.com/openSUSE/libsolv,,,,openSUSE,libsolv,Library for solving packages and reading repositories,bsd-3-clause,0,178,178,69,46,2011-07-29,C,950e9a9c5e8fc8b61d1093f2b6e28bb2d1c8aac8,2017-11-23,2773,50,2007-10-02,2017-11-16,0,
389,2145286,https://github.com/jech/babeld,,,,jech,babeld,The Babel routing daemon,mit,0,169,169,50,2,2011-08-02,C,d9390d1fee337c464e67255bbbd879d975e126e2,2017-11-24,1722,18,2007-04-19,2017-07-25,0,
80,2203569,https://github.com/dcjones/hat-trie,,,,dcjones,hat-trie,An efficient trie implementation.,mit,0,174,174,35,7,2011-08-13,C,6dfc9ed82b188e9ba9b6d8a8bef21fef46416e11,2017-11-23,59,9,2011-08-13,2017-06-19,0,
578,2324835,https://github.com/LemonBoy/ldm,,,,LemonBoy,ldm,"A lightweight device mounter, with libudev as only dependency",mit,0,156,156,20,3,2011-09-04,C,0155540a0c93174afcd1bd7b6cb1781d70608ba6,2017-11-24,138,20,2011-09-04,2017-08-11,0,
736,2643157,https://github.com/scottt/debugbreak,,,,scottt,debugbreak,break into the debugger programmatically,bsd-2-clause,0,148,148,19,3,2011-10-25,C,7ee9b29208c2c5aad8a935334062a87c738b6aa4,2017-11-24,35,5,2011-10-25,2017-07-16,0,
25,2762105,https://github.com/lighttpd/lighttpd1.4,,,,lighttpd,lighttpd1.4,lighttpd1.4 on github for easier collaboration - main repo still on lighttpd.net,bsd-3-clause,0,178,178,118,1,2011-11-12,C,de937f47f857608138a697421fc2c47f2281f548,2017-11-23,2514,24,2005-02-20,2017-11-12,0,
53,2819004,https://github.com/zehome/MLVPN,,,,zehome,MLVPN,Multi-link VPN (ADSL/SDSL/xDSL/Network aggregation / bonding),bsd-2-clause,0,176,176,49,29,2011-11-21,C,6f13423b8108f46edb9f230deee20e3741abe64c,2017-11-23,530,15,2011-11-21,2017-09-01,0,
603,3278851,https://github.com/andikleen/snappy-c,,,,andikleen,snappy-c,C port of the snappy compressor,bsd-3-clause,0,155,155,38,3,2012-01-27,C,570fc61b37e8ef6cd2c05d3cb255126eaa45c680,2017-11-24,112,10,2011-07-26,2017-05-02,0,
356,3287337,https://github.com/arut/nginx-dav-ext-module,,,,arut,nginx-dav-ext-module,NGINX WebDAV missing methods support (PROPFIND & OPTIONS),bsd-2-clause,0,182,182,64,22,2012-01-27,C,430fd774fe838a04f1a5defbf1dd571d42300cf9,2017-11-24,26,2,2012-01-28,2017-07-17,0,
316,3366934,https://github.com/dvarrazzo/py-setproctitle,,,,dvarrazzo,py-setproctitle,A Python module to customize the process title,bsd-3-clause,0,185,185,20,10,2012-02-06,C,d6a43b14470d806984d03079164ba05cebb997d0,2017-11-24,228,5,2009-12-01,2016-05-11,0,
592,3616276,https://github.com/derickr/vld,,,,derickr,vld,,bsd-2-clause,0,155,155,36,3,2012-03-04,C,483716c1626d05edb01ef9bc9a70046c327c5218,2017-11-24,294,19,2002-01-02,2017-10-15,0,
524,3626127,https://github.com/roboterclubaachen/xpcc,,,,roboterclubaachen,xpcc,The C++ microcontroller framework xpcc for AVR and Cortex-M,bsd-3-clause,0,160,160,41,31,2012-03-05,C,78c3ae2478e109c401d454210dad2cf2f12662e1,2017-11-24,4343,26,2009-08-31,2017-11-09,0,
597,3748383,https://github.com/pquerna/spedye,,,,pquerna,spedye,,apache-2.0,0,155,155,8,0,2012-03-17,C,35a737d47e381d676ecf0d490954b903ddf6f45b,2017-11-24,21,2,2012-03-14,2012-03-29,0,
103,3948953,https://github.com/cloudwu/mread,,,,cloudwu,mread,Multi-Read from one bind port,mit,0,172,172,82,0,2012-04-06,C,caaa74df0ddba3c1bb3ffdb6180fc37b3f118d92,2017-11-23,33,8,2012-04-06,2015-04-20,0,
518,3991166,https://github.com/ggreer/fsevents-tools,,,,ggreer,fsevents-tools,Like inotify-tools but for OS X's FSEvents,apache-2.0,0,160,160,20,1,2012-04-11,C,8e5fd1ee3ea264426f5f4fae9f1af03739bf4568,2017-11-24,48,6,2012-04-11,2016-04-01,0,
375,3996476,https://github.com/rhboot/shim,,,,rhboot,shim,UEFI shim loader,bsd-2-clause,0,181,181,66,18,2012-04-11,C,5e827007b3d95c4ce999422462248f5e7d3f270f,2017-11-24,529,26,2012-04-11,2017-08-31,0,
576,4069172,https://github.com/pramsey/pgsql-http,,,,pramsey,pgsql-http,"HTTP client for PostgreSQL, retrieve a web page from inside the database.",mit,0,156,156,26,0,2012-04-18,C,329f9af8c00cd38f8ecbe8a6eca01a48e8d3f412,2017-11-24,118,11,2012-04-19,2017-10-19,0,
480,4173980,https://github.com/pschultz/kiosk-browser,,,,pschultz,kiosk-browser,A minimal WebKit based browser,mit,0,163,163,49,2,2012-04-29,C,a577793b5cd73d8b81225c23be22ca7c7e0111aa,2017-11-24,8,3,2012-04-29,2015-07-05,0,
749,4209725,https://github.com/burke/matcher,,,,burke,matcher,Intelligently searches through a list of file names for the one you were probably looking for.,bsd-2-clause,0,147,147,10,2,2012-05-03,C,6c54c265dbcd89e0058a385fd42c3a84349f4ae6,2017-11-24,31,11,2012-05-03,2014-12-17,0,
371,4352506,https://github.com/sztupy/luadec51,,,,sztupy,luadec51,Lua Decompiler for Lua version 5.1,mit,0,181,181,78,4,2012-05-16,C,35cddc816df28f149daa3178636d061e34edb50f,2017-11-24,12,5,2012-05-17,2014-12-04,0,
626,4462918,https://github.com/PetteriAimonen/libfixmatrix,,,,PetteriAimonen,libfixmatrix,"C library for fixed point matrix, quaternion and vector calculations",mit,0,153,153,33,0,2012-05-27,C,a8d583e4fe1fa27ba2e0ec55970f73a1b1e6928b,2017-11-24,58,3,2011-11-27,2014-01-17,0,
388,4700444,https://github.com/seanpringle/goomwwm,,,,seanpringle,goomwwm,"Get out of my way, Window Manager!",mit,0,169,169,13,13,2012-06-18,C,25c9a12267e5345ab1b059966945067491e37b59,2017-11-24,386,8,2012-06-18,2015-05-17,0,
318,4767085,https://github.com/Overv/OOGL,,,,Overv,OOGL,Object-oriented C++ wrapper for OpenGL.,mit,0,185,185,25,4,2012-06-23,C,da64c82c5da8426ae8bbdc601119226a9da232f0,2017-11-24,127,7,2012-06-23,2017-02-21,0,
86,4783321,https://github.com/siu/minunit,,,,siu,minunit,Minimal unit testing framework for C,mit,0,173,173,37,0,2012-06-25,C,6bcb4894c9be9315eb8c749365d39080fc7a1de5,2017-11-23,50,14,2012-06-22,2017-10-24,0,
91,4971888,https://github.com/DomBlack/php-scrypt,,,,DomBlack,php-scrypt,A PHP wrapper fo the scrypt hashing algorithm,bsd-2-clause,0,173,173,47,4,2012-07-10,C,9372e577ded13b37fc265a7e3f86eb89f53ea169,2017-11-23,57,15,2012-07-11,2016-05-18,0,
437,5106283,https://github.com/unbit/blastbeat,,,,unbit,blastbeat,The BlastBeat server,mit,0,166,166,11,2,2012-07-19,C,d26fbe146bb5da0f6ca0e048a15e18bf86af9a1a,2017-11-24,186,8,2012-07-19,2014-03-10,0,
235,5161901,https://github.com/deplinenoise/webby,,,,deplinenoise,webby,A tiny webserver for game development,bsd-2-clause,0,193,193,22,5,2012-07-24,C,8f4b58796a9cf0e32d28f1236e0cc5faba010c88,2017-11-24,22,6,2012-07-24,2014-03-27,0,
312,5294151,https://github.com/spurious/SDL-mirror,,,,spurious,SDL-mirror,"An unofficial, automated SDL2 and SDL1.2 HG mirror.",zlib,0,186,186,161,2,2012-08-04,C,145d2469ae99a588c7853686520a1d59cbebbfa9,2017-11-24,10090,118,2014-04-10,2017-11-13,0,
718,5415150,https://github.com/nutiteq/hellomap3d,,,,nutiteq,hellomap3d,Android 3D map with Nutiteq SDK 2.x samples,mit,0,148,148,80,15,2012-08-14,C,16c754f3fca5e89f0f9665a0a77cd587867a0836,2017-11-24,343,6,2012-07-10,2015-09-11,0,
593,5490710,https://github.com/josephg/librope,,,,josephg,librope,UTF-8 rope library for C,mit,0,155,155,17,0,2012-08-21,C,81e1938e45561b0856d40b2946c0e8aaa7eadbe6,2017-11-24,64,7,2012-08-20,2017-02-09,0,
151,5742634,https://github.com/Vidvox/hap,,,,Vidvox,hap,A codec for fast video playback,bsd-2-clause,0,199,199,21,6,2012-09-09,C,6b040c8002a34ce4950bb8cbf69b2fdc6ff6f007,2017-11-24,111,11,2012-09-10,2017-09-25,0,
822,6228945,https://github.com/sstephenson/kinect,,,,sstephenson,kinect,Kinect playground,mit,0,143,143,33,0,2012-10-15,C,d4a5eda1056fb3cb966dab8ab1b608d3a1593d5c,2017-11-24,24,2,2012-10-15,2012-11-26,0,
63,6406883,https://github.com/jgarzik/picocoin,,,,jgarzik,picocoin,"A bitcoin library in C, SPV wallet & more.",mit,0,176,176,63,5,2012-10-26,C,faa9b83a2cc9c3ba5f2cf4368e16681434128d2b,2017-11-23,472,18,2012-10-25,2017-06-25,0,
271,6749230,https://github.com/billiob/terminology,,,,billiob,terminology,The best terminal emulator based on the Enlightenment Foundation Libraries,bsd-2-clause,0,190,190,29,0,2012-11-18,C,98f2726b96b8b4feb6d0ba0200272721cdb71435,2017-11-24,1858,66,2012-06-12,2017-11-12,0,
180,7125305,https://github.com/cloudwu/lua-snapshot,,,,cloudwu,lua-snapshot,Make a snapshot for lua state to detect memory leaks.,mit,0,197,197,86,2,2012-12-12,C,5226fe698106274092c666f2db188eb977b59411,2017-11-24,8,5,2012-12-12,2016-12-03,0,
49,7212717,https://github.com/joewing/jwm,,,,joewing,jwm,Joe's Window Manager,mit,0,176,176,36,79,2012-12-17,C,3d20128548d17f0ca6c561e513c8dd4edf5c8573,2017-11-23,1594,24,2005-09-05,2017-09-30,0,
828,7380130,https://github.com/haberman/jitdemo,,,,haberman,jitdemo,"Demo programs for my blog entry ""Hello, JIT World!""",apache-2.0,0,142,142,32,1,2012-12-30,C,eca8010a411a81708f83347ee55a9a48d281664d,2017-11-24,10,4,2012-12-30,2015-07-08,0,
184,7471121,https://github.com/bashrc/libdeep,,,,bashrc,libdeep,A deep learning library for C/C++,bsd-3-clause,0,197,197,102,2,2013-01-06,C,6e0dca3a298d7cf8ade52bfba72cb333fc562220,2017-11-24,603,7,2013-01-06,2017-10-31,0,
533,7603467,https://github.com/rampantpixels/foundation_lib,,,,rampantpixels,foundation_lib,Cross-platform public domain foundation library in C providing basic support data types and functions to write applications and games in a platform-independent fashion.,unlicense,0,159,159,16,0,2013-01-14,C,54be00bf48d2585a4321d266ec436629099a9b5a,2017-11-24,1428,6,2013-01-14,2017-06-22,0,
60,7605751,https://github.com/esl/erlang_ale,,,,esl,erlang_ale,Erlang Actor Library for Embedded -- An embedded framework from Erlang Solutions,apache-2.0,0,176,176,48,4,2013-01-14,C,37827e2c5ccc745c4eb5ab966b057b0c21ed920e,2017-11-23,139,12,2013-01-13,2017-03-03,0,
15,8004546,https://github.com/jbremer/darm,,,,jbremer,darm,A light-weight and efficient disassembler written in C for the ARMv7 instruction set.,bsd-3-clause,0,179,179,41,11,2013-02-04,C,cadffa77bf15e4ac3f8051e60c1ccefcc836e62b,2017-11-23,405,11,2013-02-04,2016-04-07,0,
708,8196808,https://github.com/davidgfnet/wireshark-whatsapp,,,,davidgfnet,wireshark-whatsapp,Whatsapp dissector plugin for wireshark,bsd-3-clause,0,149,149,53,7,2013-02-14,C,e29c0e346c383cd17afefa821eb0b9506bfdadcd,2017-11-24,35,5,2013-02-14,2016-04-15,0,
308,8205200,https://github.com/kelly/node-i2c,,,,kelly,node-i2c,Node.js native bindings for i2c-dev. Plays well with Raspberry Pi and Beaglebone.,bsd-3-clause,0,186,186,68,23,2013-02-14,C,98e2301b5b877e3fb605904cbbc0a480ae2d6ae5,2017-11-24,51,15,2013-02-11,2016-06-15,0,
169,8252138,https://github.com/JazzCore/ctrlp-cmatcher,,,,JazzCore,ctrlp-cmatcher,CtrlP C matching extension,bsd-2-clause,0,198,198,14,5,2013-02-17,C,6c36334f106b6fd981d23e724e9a618734cab43a,2017-11-24,79,13,2013-02-14,2015-10-15,0,
361,8372403,https://github.com/snowballstem/snowball,,,,snowballstem,snowball,Snowball compiler and stemming algorithms,bsd-3-clause,0,182,182,66,17,2013-02-23,C,5137019d68befd633ce8b1cd48065f41e77ed43e,2017-11-24,449,18,2003-03-30,2017-06-16,0,
328,8669374,https://github.com/Jekub/Wapiti,,,,Jekub,Wapiti,A simple and fast discriminative sequence labeling toolkit ( http://wapiti.limsi.fr ),bsd-2-clause,0,184,184,71,14,2013-03-09,C,569fbe5040583086f8d26667f6b793dc641536b0,2017-11-24,261,3,2010-04-19,2013-12-18,0,
384,8733968,https://github.com/troydhanson/tpl,,,,troydhanson,tpl,tpl - a small binary serialization library for C,bsd-2-clause,0,169,169,41,12,2013-03-12,C,2429629e3b2673e21e5d4cf54fdc1c3eacab1679,2017-11-24,19,4,2013-03-12,2017-10-24,0,
332,9030810,https://github.com/szferi/gomdb,,,,szferi,gomdb,Go wrapper for LMDB - OpenLDAP Lightning Memory-Mapped Database,bsd-3-clause,0,184,184,47,7,2013-03-26,C,6bcb5a8059f9655a259774650dbe0cad422767a3,2017-11-24,53,18,2013-03-26,2014-08-24,0,
37,9317679,https://github.com/abeluck/stegdetect,,,,abeluck,stegdetect,Stegdetect is an automated tool for detecting steganographic content in images.,bsd-3-clause,0,178,178,51,7,2013-04-09,C,ff03fa99c01ac0a8ff178bfe31f345b0341f0eb0,2017-11-23,14,2,2013-04-09,2013-04-24,0,
117,9836634,https://github.com/dbro/csvquote,,,,dbro,csvquote,"Enables common unix utlities like cut, awk, wc, head to work correctly with csv data containing delimiters and newlines",mit,0,171,171,15,1,2013-05-03,C,8c8508cf3c4365c62da623ad36a37abbdd96dc70,2017-11-23,49,4,2013-05-03,2016-02-06,0,
3,10149087,https://github.com/cratonica/trayhost,,,,cratonica,trayhost,Cross-platform Go library to place an icon in the host operating system's taskbar,mit,0,180,180,42,4,2013-05-19,C,98495206fd960e78f5cdf88bb2b230d968e57261,2017-11-23,20,4,2013-05-19,2015-01-12,0,
727,10191357,https://github.com/limccn/Cocoa-Charts,,,,limccn,Cocoa-Charts,"Open-source iPhone/iPad graph/chart framework includes line chart,stick chart,candlestick chart,pie chart,spider-web chart etc. Based on iOS graph SDK, Using native Objective-c Codes",apache-2.0,0,148,148,51,2,2013-05-21,C,dff957644b8840cdf839e42d2c3135b5ef849680,2017-11-24,66,3,2013-05-21,2016-05-12,0,
399,10245725,https://github.com/djrbliss/loki,,,,djrbliss,loki,Loki: tools for custom kernels and recoveries on AT&T and Verizon Samsung Galaxy S4 and various LG devices,bsd-2-clause,0,168,168,123,5,2013-05-23,C,784e86f981b7b1c30bd0d6b401f071e47e738eb8,2017-11-24,79,9,2013-05-23,2016-06-27,0,
386,10248288,https://github.com/rumpkernel/drv-netif-dpdk,,,,rumpkernel,drv-netif-dpdk,DPDK interface driver for userspace TCP/IP stack,bsd-2-clause,0,169,169,55,2,2013-05-23,C,4cb25097bf163adb394ea9647c95b28eaa21643e,2017-11-24,190,9,2013-05-23,2015-10-19,0,
